8.91838,1.76748,0,-0.0212389,0.0169064,0.0769529,0.996665,0,3
17.8631,3.34912,0,-0.0197473,0.00697784,0.0605786,0.997944,0,3
27.0198,3.98671,0,-0.0294111,0.00651379,0.0312805,0.999057,0,3
36.0848,4.27402,0,-0.0211596,0.00156422,-0.0367265,0.9991,0,3
45.1981,3.62593,0,-0.0155971,0.000777479,-0.0639817,0.997829,0,3
54.219,2.95963,0,-0.0221954,0.00261185,-0.096045,0.995126,0,3
59.9455,-0.535769,0,-0.0051795,-0.0153485,-0.484326,0.874738,0,3
62.7576,-9.17006,0,0.00744359,-0.0189946,-0.674844,0.737678,0,3
64.7033,-16.7376,0,-0.0180955,-0.0155408,-0.339962,0.940137,0,3
68.1783,-17.1921,0,-0.0378878,0.00362928,0.045956,0.998218,0,3
77.185,-16.2583,0,-0.0401572,0.00214791,-0.0382543,0.998459,0,3
85.2703,-20.256,0,-0.036905,-0.0226612,-0.174694,0.98367,0,3
90.5301,-19.096,0,-0.0434687,-0.00251476,0.230594,0.972075,0,3
90.863,-18.5858,0,-0.0474027,0.0103135,0.606175,0.793851,0,3
89.7583,-9.58889,0,-0.0395444,0.0142138,0.686018,0.72637,0,3
89.8104,-0.476717,0,-0.0384373,0.00483063,0.695216,0.717756,0,3
89.1954,4.15438,0,-0.0431942,0.0122434,0.929671,0.365646,0,3
86.4766,4.8411,0,0.0446235,-0.0209982,-0.998781,0.00219914,0,3
85.7374,4.79919,0,0.0397659,-0.0226453,-0.998952,-0.00129476,0,3
85.5415,4.791,0,-0.0407408,0.0172217,0.99902,-0.00176568,0,3
85.3487,4.78401,0,-0.0373474,0.0191914,0.999118,0.000785583,0,3
85.1482,4.77679,0,0.0418259,-0.0208999,-0.998898,0.00400119,0,3
78.9262,4.16704,0,-0.0379734,0.0246811,0.998966,0.00399569,0,3
77.8002,4.18977,0,0.0382655,-0.0249751,-0.998919,0.00848656,0,3
69.41,0.842979,0,0.0217612,-0.0338386,-0.948374,0.314592,0,3
62.4935,-4.95872,0,0.0193791,-0.0256475,-0.930687,0.364403,0,3
55.3401,-10.6095,0,0.0268403,-0.0250243,-0.981273,0.189094,0,3
54.2825,-10.7817,0,-0.0303866,0.0230894,0.999197,0.0122187,0,3
49.7627,-10.4585,0,0.0321178,-0.025549,-0.999151,0.00348953,0,3
42.6766,-11.9448,0,-0.0259895,0.0360488,0.99901,0.00175111,0,3
40.2563,-11.966,0,0.0262902,-0.0431076,-0.998724,6.4936e-05,0,3
39.6542,-11.9977,0,-0.027721,0.0465835,0.998518,0.00485921,0,3
35.5649,-11.846,0,0.0386626,-0.0149119,-0.999025,0.0152593,0,3
35.0226,-12.1791,0,0.0111892,-0.0262658,-0.898319,0.438415,0,3
32.8817,-19.5991,0,0.0301604,-0.0349129,-0.998908,0.00737723,0,3
32.7621,-19.5991,0,-0.0270162,0.0312457,0.998734,0.0287221,0,3
29.7382,-19.3306,0,0.0341191,-0.0184156,-0.999247,0.00140893,0,3
29.5733,-19.3305,0,-0.0338826,0.028497,0.999002,0.00598811,0,3
