-213.182,-39.8082,0,-0.00149107,-0.0131561,-0.0160397,0.999784,0,3
-204.046,-40.2266,0,0.00340926,-0.0170576,-0.0192641,0.999663,0,3
-194.887,-40.0112,0,0.00334146,-0.0123314,-0.0112697,0.999855,0,3
-185.745,-40.3317,0,-0.00194951,-0.0136084,0.00513354,0.999892,0,3
-176.573,-40.6868,0,0.0100032,-0.01179,-0.0217598,0.999644,0,3
-167.457,-41.0707,0,-0.0012868,-0.0103643,-0.0194879,0.999756,0,3
-158.365,-41.5962,0,0.00534573,-0.0127374,0.00349131,0.999898,0,3
-149.34,-41.6098,0,0.00676125,-0.00190749,-0.0473237,0.998855,0,3
-140.246,-41.8342,0,0.00941392,-0.0163726,-0.0315353,0.999324,0,3
-131.149,-41.8342,0,0.0185951,-0.0215592,-0.0431583,0.998662,0,3
-122.091,-41.7492,0,0.0121408,-0.0191087,-0.0164418,0.999608,0,3
-112.971,-41.4613,0,0.00534635,-0.0149235,-0.00209468,0.999872,0,3
-103.85,-41.2261,0,0.00688665,-0.0155796,0.0114687,0.999789,0,3
-94.7372,-41.3115,0,0.0146621,-0.0102542,-0.0622334,0.997901,0,3
-85.6715,-41.1324,0,0.00293129,-0.00971826,-0.0132483,0.999861,0,3
-76.5708,-40.8825,0,0.0114682,-0.0150827,-0.026995,0.999456,0,3
