-94.8754,80.1512,179.171,1,3,0,,23.1246,-96.8488,179.171,,118,177
-101.6591,80.0214,160,1,3,0,,16.3409,-96.9786,160,,,
-102.6507,91.4126,92.2471,1,3,0,,15.3493,-85.5874,92.2471,,,
