-105,52,90.521,1,3,1,,-228.704,47.0426,,-105,52
-106.077,71.5537,94.7945,1,3,1,,-229.781,66.5963,,-123.704,-4.9574, ,,,,,,-107.691,74.2416,178.322,1,3,0,,-231.395,69.2842,,,
-109.741,74.2417,-177.03,1,3,1,,-233.445,69.2843,,,
