-105,67,93.1101,1,3,0,,13.0449,-40.5234,,-105,67
-105.4967,72.9203,93.163,1,3,0,,12.5482,-34.6031,,,
-109.67352,73.5222,178.118,1,3,0,,8.37138,-34.0012,,,
