-7.4436,5.27072,0,-0.00779156,0.00933973,0.881571,0.471894,0,3
-9.79254,11.4532,0,-0.0033158,0.01021,0.995545,0.0936722,0,3
-18.5634,9.07513,0,-0.0010779,0.00101532,-0.991896,0.127045,0,3
-27.4579,7.13028,0,0.00179685,-0.00241367,-0.992142,0.125079,0,3
-36.3515,4.92897,0,0.00839902,0.0036498,-0.994262,0.10658,0,3
-45.0336,2.51805,0,-8.99588e-05,-0.00105446,-0.992718,0.12046,0,3
-53.8229,0.395475,0,0.0010551,-0.00557563,-0.988982,0.147929,0,3
-62.5045,-2.41707,0,-0.00282139,0.00175839,-0.995168,0.0981335,0,3
-66.8091,-3.1111,0,-0.00752072,-0.0102392,0.948682,0.315977,0,3
-67.9604,0.645222,0,0.0012082,-0.00616143,0.753835,0.657033,0,3
-69.7434,9.65381,0,0.00669142,0.00644324,0.75738,0.652908,0,3
-71.7184,18.5584,0,-0.00732429,0.00479227,0.797345,0.603461,0,3
-74.1755,27.2498,0,0.00417363,0.011014,0.794155,0.607601,0,3
-75.6562,32.9678,0,0.00882841,0.0198698,0.473567,0.880489,0,3
-66.8945,35.7349,0,0.000754804,0.0023955,0.124977,0.992157,0,3
-58.0886,37.9605,0,0.00379021,0.00677329,0.113436,0.993515,0,3
-49.3279,40.1649,0,0.0243287,0.00423414,0.146302,0.988932,0,3
-40.5287,42.5474,0,0.00291141,-0.00186629,0.12356,0.992331,0,3
-31.6679,44.6556,0,0.00253861,0.0061669,0.12164,0.992552,0,3
-22.86,46.6563,0,0.028694,-0.0219706,0.0613979,0.997459,0,3
-16.7044,47.3405,0,0.00203177,-0.00546534,-0.330798,0.943683,0,3
-14.3735,38.5656,0,0.00482914,-0.00684233,-0.608831,0.793255,0,3
-12.3,29.7725,0,0.00534299,-0.00745562,-0.604081,0.79687,0,3
-10.1221,20.873,0,0.000409026,6.4975e-05,-0.595908,0.803052,0,3
-7.85013,11.9788,0,-0.000313375,-0.000702727,-0.624494,0.781029,0,3
-5.7732,3.1675,0,-0.00240489,-0.000149568,-0.617386,0.786657,0,3
-3.39053,-5.61368,0,0.00408401,0.0016971,-0.618975,0.785399,0,3
-1.21007,-14.4851,0,-0.00101021,-0.00345989,-0.632281,0.774731,0,3
0.545506,-23.3585,0,0.000909061,-0.00643057,-0.646279,0.763074,0,3
0.843867,-32.0649,0,0.00257652,-0.00657404,-0.89629,0.443413,0,3
-5.11218,-33.7485,0,-0.000124142,0.00401093,-0.997923,0.064297,0,3
-14.0254,-35.2277,0,0.00412833,-0.00375206,-0.996253,0.0863022,0,3
-22.9384,-37.1091,0,-0.00100166,-0.0087034,-0.995321,0.0962301,0,3
-31.7544,-39.024,0,0.00393224,4.31142e-05,-0.993033,0.117775,0,3
-40.5662,-40.8917,0,-0.000647873,-0.00644026,-0.993529,0.113398,0,3
-49.4362,-42.7839,0,-0.00375474,-0.00243228,-0.995671,0.0928378,0,3
-58.3093,-44.6946,0,0.0014045,-0.00593829,-0.993247,0.11586,0,3
-67.2469,-45.9575,0,-0.0136768,-0.0233202,-0.998111,0.0551682,0,3
-76.2259,-47.3327,0,0.00104502,0.00506531,-0.99508,0.0989374,0,3
-85.2153,-48.7424,0,0.00198356,-0.00321182,-0.99714,0.0754809,0,3
-94.1521,-50.7092,0,0.000600594,-0.00328355,-0.990288,0.13899,0,3
-102.851,-53.6073,0,0.00173453,-0.00362408,-0.980756,0.195198,0,3
-111.499,-56.3654,0,-0.0108274,-0.00854959,-0.99918,0.0380746,0,3
