-103.856,-264.919,-129.896,1,3,0
-111.254,-270.227,-146.919,1,3,0
-118.022,-276.273,-134.46,1,3,0
-124.487,-282.681,-135.826,1,3,0
-131.036,-289.005,-136.091,1,3,0
-135.2,-297.078,-88.3519,1,3,0
-132.19,-305.626,-73.5437,1,3,0
-132.771,-306.715,-132.673,1,3,0
-137.767,-314.288,-117.214,1,3,0
-137.864,-314.472,-116.77,1,3,0
-142.299,-322.348,-129.251,1,3,0
-148.718,-328.811,-136.474,1,3,0
-153.724,-334.144,-133.213,1,3,0
-154.484,-336.562,-83.4483,1,3,1
-154.684,-340.378,-131.313,1,3,0
-161.222,-346.585,-132.706,1,3,0
-167.65,-353.056,-133.654,1,3,0
-174.053,-359.429,-135.501,1,3,0
-175.551,-360.942,-135.524,1,3,0
-169.434,-367.616,-47.6239,1,3,0
-163.225,-374.274,-45.6803,1,3,0
-156.955,-380.754,-45.8156,1,3,0
-150.534,-387.247,-48.559,1,3,0
-144.246,-393.803,-47.3966,1,3,0
-137.838,-400.163,-47.3407,1,3,0
-131.357,-406.495,-15.7334,1,3,0
-128.414,-410.566,-74.1133,1,3,0
-125.635,-412.64,-0.833284,1,3,0
-122.786,-411.38,53.1631,1,3,0
-122.408,-409.625,111.726,1,3,0
-123.4,-407.964,151.496,1,3,0
-127.783,-406.45,145.336,1,3,0
-134.309,-400.217,136.509,1,3,0
-140.56,-393.654,133.297,1,3,0
-146.795,-387.091,133.453,1,3,0
-153.152,-380.529,132.668,1,3,0
-159.424,-374.038,134.728,1,3,0
-161.629,-373.56,-178.181,1,3,1
-168.922,-368.186,128.705,1,3,0
-174.385,-362.455,134.725,1,3,0
-168.841,-355.729,43.0884,1,3,0
-169.159,-354.047,136.478,1,3,0
-170.568,-352.025,74.7989,1,3,0
-164.456,-345.325,42.635,1,3,0
-157.972,-338.978,45.8296,1,3,0
-152.341,-331.95,51.7269,1,3,0
-147.049,-326.488,45.4506,1,3,0
-143.834,-319.706,64.2522,1,3,0
-137.885,-312.817,41.1494,1,3,0
-134.985,-310.03,46.4782,1,3,0
-133.03,-304.827,82.5847,1,3,0
-135.552,-296.14,98.6072,1,3,0
-133.763,-292.41,48.0512,1,3,0
-127.335,-285.973,44.2527,1,3,0
-120.783,-279.729,43.5425,1,3,0
-114.375,-273.365,40.7021,1,3,0
-107.356,-267.59,43.4257,1,3,0
